user_id,username,tweet,mentions,replies_count,retweets_count,likes_count,hashtags,translated
1097152524,agil_pramana,masyarakat lore utara terdampak banjir bandang memperhatikan anjuran pemerintah terkait penyebaran virus covid 19 berkumpul posko pengungsian,[],1,0,0,[],north lore people affected by flash floods pay attention to the government's advice related to the spread of the covid virus 19 gathered evacuation posts
1.21233E+18,hanafiaryanbly,pemerintah terlepas pro kontra jokowi 2 kubu initially bnpb as the representation of the gnment announced that the urgent status of covid 19 will be evaluated later on 29th of,[],1,2,0,[],pemerintah terlepas pro kontra jokowi 2 kubu initially bnpb as the representation of the gnment announced that the urgent status of covid 19 will be evaluated later on 29th of
1316652318,tukangtelkom,ayo bantu pemerintah mendeteksi mencegah penyebaran pandemi covid 19 mengunduh menginstall aplikasi pedulilindungi bersatulawancovid19 pedulilindungi stayathome dirumahaja pemkotbekasi kominfobekasi radiodakta radarbekasi infobekasi,"['pemkotbekasi', 'kominfobekasi', 'radiodakta', 'radarbekasi', 'infobekasi']",0,0,1,"['#bersatulawancovid19', '#pedulilindungi', '#stayathome', '#dirumahaja']",let's help the government detect preventing the spread of the pvidemic covid 19 download install the application care protect unified interviewvid19 care protect stay home at home peminfbek radiodacta communication infomation
1355972947,akjailanireal,kelola dana covid 19 pemerintah aceh terbuka,[],0,0,0,[],open government coordination of 19 aceh government funds
1.15899E+18,pnglegok,penanda tanganan mou pendampingan penanganan covid 19 pemerintah kota blitar polisi resor blitar kota jogobumiproklamator polresblitarkota humaspolresblitarkota zonaintegritas polisi indonesia polisipromoter divisihumaspolri humaspoldajatim,[],0,0,1,"['#jogobumiproklamator', '#polresblitarkota', '#humaspolresblitarkota', '#zonaintegritas', '#polisi_indonesia', '#polisipromoter', '#divisihumaspolri', '#humaspoldajatim']",signatory mou mentoring handling covid 19 blitar city government police blitar resort city jogobumproklamator polresblitarkota humaspolresblitarkota zonaintegritas indonesia police polisipromoter divisihumaspolri humaspoldajatim
1.11886E+18,parstoday_ind,inspektur kesehatan keselamatan inggris 400 ribu apd dipesan pemerintah inggris turki sebulan sesuai standar layak pakai disimpan gudang london apd covid 19 karantina lockdown,[],0,0,2,"['#apd', '#covid_19', '#karantina', '#lockdown']",british safety health inspector 400 thousand apd ordered by the british government of turkey a month according to standards suitable for use stored warehouse london apd covid 19 quarantine lockdown
9.87881E+17,kendarinformasi,pemerintah provinsi pemerintah provinsi sulawesi tenggara gugus tugas percepatan penanganan covid 19 sultra menargetkan 20 000 paket sembako disalurkan 17 kabupaten kota dibagikan masyarakat,[],0,0,0,[],provincial government southeast sulawesi provincial government task force acceleration handling covid 19 southeast sulawesi targets 20 000 groceries packages distributed 17 municipal districts distributed by the community
2687224698,hsdnsyh,ft covid 1 0 pemerintah indonesyah,[],0,0,0,[],ft covid 1 0 indonesian government
1.19393E+18,infoacehtimur1,pandemi covid 19 pemerintah desa holbota kecamatan taliabu barat kabupaten pulau taliabu pul tab provinsi maluku utara malut penyaluran bantuan langsung tunai bantuan langsung tunai dana,[],0,0,0,[],pandemic covid 19 holbota village government western taliabu sub-district island taliabu pul tab north maluku province malut channeling direct cash assistance direct cash assistance funds
3002773092,antarajatimcom,pemerintah kabupaten malang jawa timur langkah uji cepat rapid tes covid 19 desa wilayah kabupaten deteksi penanganan virus corona,[],0,0,2,[],malang district government east java step rapid test rapid test covid 19 village area district detection of corona virus detection
1.17545E+18,chairul60135146,budi buka transportasi toko kena covid coba renungkan pemerintah mengeluarkan regulasi memdatangkan bahaya penyebaran covid bertambah,['harian_jogja'],0,0,0,[],budi open transportation shop hit covid try to contemplate the government issued regulations bringing the danger of the spread of covid increased
64635651,serambinews,sekolah pasar susi kajian pemerintah langkah antisipasi upaya upaya pasca pandemi covid 19,[],0,1,0,"['#sekolah', '#pasar']",susi market school government study steps to anticipate efforts post covid pandemic 19
9.29742E+17,telorasinkecap,serius aneh didata meninggal positif covid pdp pemerintah pdp covid,['radenbintangsp'],1,0,0,[],seriously strange was recorded positive died covid pdp covid pdp government
58886762,mgt_radio,juru bicara presiden brasil jair bolsonaro otavio rego barros dinyatakan positif mengidap virus corona covid 19 diumumkan kemarin penolakan aturan jarak sosial digembar gemborkan pemerintah zonarequestmalam mgtradio,[],0,0,2,"['#zonarequestmalam', '#mgtradio']",presidential spokesman jair bolsonaro otavio rego barros tested positive for corona covid 19 virus announced yesterday the rejection of social distance rules heralded the zonarequest government at night mgtradio
2450232886,doc_bs19,ujung ujungnya duit sependapat kalimat pemerintah memiliki grand design penanganan pandemik covid 19 implikasinya bersifat relatif terukur nihil target pencapaian pas,[],0,0,0,[],the end of the money agree that the government has a grand design handling the covid pandemic 19 the implications are relatively measurable zero target achievement just
9.02838E+17,medcom_id,pemerintah didorong bentuk deputi transportasi covid 19,[],0,0,0,[],the government encouraged covid form of transportation covid 19
1.25248E+18,triadeventi,happy vesakh day sehubungan himbauan pemerintah covid 19 menerima tamu,[],0,0,6,[],happy vesak day in connection with the appeal of the covid government 19 received guests
2446206002,andreasbilly77,kebijakan psbb dijalankan teori 1 bersih covid 19 manusia positif covid berkeliaran meneriakan kelaparan merusak kerja pemerintah menyelamatkan manusia psbb diperpanjang,[],0,0,0,[],psbb policy is run theory 1 clean covid 19 positive people covid roam shouting hunger undermine government work save human beings extended psbb
8.9855E+17,djpbbengkulu,fgd akuntansi pemerintah daerah pandemi covid 19 halangan beraktivitas rabu tanggal 6 mei 2020 kanwil direktorat jenderal perbendaharaan provinsi bengkulu melaksanakan fokus grup,[],0,0,1,[],fgd regional government accounting pandemic covid 19 barriers to wednesday wednesday may 6 2020 regional office of the directorate general of treasury of bengkulu province carries out focus groups
64635651,serambinews,bundesliga ligajerman bundesliga mengumumkan jadwal resmi pekan 26 kompetisi digelar terhenti covid 19 rabu 6 5 2020 pemerintah jerman resmi mengizinkan bundesliga paruh mei,[],0,0,0,"['#bundesliga', '#ligajerman']",ligajerman bundesliga bundesliga announced the official schedule of the week 26 the competition was stalled covid 19 wednesday 6 5 2020 the german government officially permitted the mid-mayal bundesliga
23343960,kompascom,pemerintah kajian menentukan kebijakan pemulihan ekonomi pandemi covid 19,[],1,10,17,[],government studies determine covid pandemic economic recovery policies 19
196460981,bernamatv,kes positif covid 19 indonesia meningkat 12 776 kes kematian 930 orang jurucakap pemerintah indonesia covid 19 achmad yurianto 35 kematian berlaku tempoh 24 jam,[],0,3,2,[],positive cases covid 19 indonesia increased 12 776 deaths 930 indonesian government spokesperson covid 19 achmad yurianto 35 deaths occurred within 24 hours
2558197662,patriot016610,gubernur anies baswedan enggan memprediksi hadapi wallahualam beliau memprediksi wabah corona berbeda pemerintah pusat juru bicara pemerintah khusus covid 19 achmad yurianto,[],1,0,0,[],governor anies baswedan was reluctant to predict facing god knows he predicted a different corona outbreak the central government spokesman special government covid 19 achmad yurianto
8.70468E+17,kaderarifin,namanya inkonsistensi darurat pemerintah mengizinkan moda transportasi kaco pencegahan covid 19,['m_asmara1701'],0,0,1,[],the name of the government emergency inconsistency allows co-op prevention mode 19
1.23084E+18,humankhalaf,carut marut penanganan dampak covid 19 daerah indonesia rakyat menilai pemerintah pusat gagal mengelola,['kebijakananies'],0,0,2,[],chaotic handling of the impact of covid 19 regions of the indonesian people assess the central government has failed to manage
1.24881E+18,je_aling,rakyat tenaga kerja asing cina bela pemerintah modus pemudik nekat pandemi covid 19 mengumpet truk molen okezone nasional,[],0,0,0,[],chinese folk foreign workers defend the government mode of desperate travelers pandemic covid 19 pick up the national molen legal truck
2996301794,bobby_paribowo,berdamai covid 19 pakar berani pemerintah jokowi konsisten lawan virus corona,[],0,0,0,[],reconcile covid 19 brave experts of the jokowi government consistent opponents of the corona virus
7.89736E+17,jampang81527130,mangtaf era guru kencing beradab k nya beradab bencana nas korup dead penalti titik percayaken kebijaksanaan negara bantu pemerintah mengatasi covid mengerahken sumber daya segenap kemampuan anak bangsa,"['geloraco', 'kayyisfawaz']",0,0,0,[],mangtaf era teacher pee civilized k its civilized disaster corrupt nas dead penalty believe point of state policy help the government overcome covid mengehken resources all the abilities of the nation's children
18071520,antaranews,pakar ketenagakerjaan indonesia consultant at law iclaw hemasari dharmabumi tuntutan masyarakat lapangan pekerjaan pasca pandemi covid 19 pemerintah mensahkan rancangan undang undang cipta kerja ciptaker,[],4,2,6,['#ciptaker'],indonesian labor expert consultant at law iclaw hemasari dharmabumi community demands post 19 pandemic co-employment employment the government ratified the copyright bill
1.14731E+18,wahyudi50609058,mohon koreksi kbijakan pemerintah menghentikn covid biar berlarut larut mari larang akses darat laut udara kcuali distribusi logistik urusan abdi negara pjabat tugassmntara online kayak anak sekolah biar aman pemerintah,[],0,0,0,['#pemerintah'],please correct the government policy stopping covid so it can be protracted let's ban land sea air access except logistics distribution for state servant assignments while online like schoolchildren to be safe the government
2302779132,andriciello_,tarik ulur kebijakan moda transportasi nilai seakan pemerintah budikaryas serius konsisten menekan angka penyebaran covid 19 pemerintah kebingungan indonesiamelawancovid19 tidakusahmudik dirumahsaja,['budikaryas'],0,0,0,"['#indonesiamelawancovid19', '#tidakusahmudik', '#dirumahsaja']",the tug of transportation modes of value policy as if the budikaryas government is serious about consistently depressing the spread of the covid 19 government indonesian confusion
1.04722E+18,lovitadew,jujur mengharap bantuan pemerintah presiden mengharap pandemi covid 19 cepat selesai biar beraktivitas was was,[],0,0,0,[],"honestly hoping for help from the president, the president hopes that the covid 19 pandemic will soon be completed, so that the activities are alarmed"
8.35055E+17,dr_estie,mendukung program pemerintah rangka menghambat penyebaran covid 19 menginfokan klinik kecantikan estie membuka pelayanan konsultasi online whatsapp gratis,[],0,0,0,[],support government programs to prevent the spread of covid 19 to inform estie beauty clinics to open a free whatsapp online consultation service
1.21994E+18,memonusantara,pemerintah indonesia gugus tugas percepatan penanganan covid 19 mencatat sembuh covid 19 senin 4 5 12 00 indonesia barat bertambah 78 orang totalnya 1 954,[],0,0,1,[],the indonesian government task force for acceleration handling of covid 19 recorded recovery covid 19 monday 4 5 12 00 west indonesia increased 78 people in total 1 954
1.14731E+18,wahyudi50609058,menghentikan covid itumbok tanggung tanggung lockdown lakuakn psbb seluruhabdi negara pemerintah kemana bebas pakai acara darat laut udara kemana ketularan bawa k indonesia,[],0,0,0,[],stop covid itumbok responsibility lockdown the entire psbb conduct state government where free to use land sea air events where contaminated bring k indonesia
121640063,radioelshinta,juru bicara pemerintah penanganan covid 19 achmad yurianto perkembangan penanganan covid 19 kamis 7 mei 2020 positif 12 776 orang 338 sembuh 2 381 orang 64 meninggal dunia 930 orang 35 bnpb indonesia dengerinelshintadirumahaja,['bnpb_indonesia'],0,4,6,['#dengerinelshintadirumahaja'],a spokesman for the handling of covid 19 achmad yurianto development of handling covid 19 thursday 7th may 2020 positive 12 776 people 338 recovered 2 381 people 64 died 930 people 35 indonesian bnpb dengerinelshintadirumahaja
1.11703E+18,wahabislokal,ketahuan amies ahli ngebacrot bilang 1 1 juta warga rutin terima bansos pemerintah provinsi daerah khusus kota 2 6 juta warga rentan berimbas covid 19 tanggung pemerintah pusat jebulnya bohong amies angkat tangan skandalamiespemprovdki,[],8,33,67,['#skandalamiespemprovdki'],caught amies ngebacrot expert said 1 1 million residents routinely received the bansos provincial government special area city 2 6 million vulnerable citizens impacted covid 19 responsibility the central government was lying lying amies raise hand skandalamiespemprovdki
223725513,randugapit,kutoarjo purworejo ayo ojek online mudik rewangi pemerintah cegah covid 19 mudiktetapdilarang,[],0,0,0,[],kutoarjo purworejo ayo ojek online mudik rewangi kerajaan cegah covid 19 mudiktetapdilarang
1.2094E+18,luarbiasa1928,disiplin menerapkan aturan who kehidupan sehari pemerintah kebijakan juni kurva covid 19 indonesia menurun agustus normal sediakala,[],0,0,0,[],discipline to apply the rules of who's daily life government policy june 19 indonesia covid curve decreased august normal to normal
1.24208E+18,rattuskri,skrinews perangi virus covid 19 gereja kingmi indonesia apresiasi pemerintah kepolisian republik indonesia tentara nasional indonesia gereja ajarkan umat tuhan negativ,[],0,0,0,[],skrinews fight the covid virus 19 the kingmi church of indonesia appreciation of the government of the police of the republic of indonesia the national army of indonesia the church teaches the people of god negativ
79130206,jpnncom,pemerintah daerah istimewa yogyakarta mencatat pasien pengawasan pdp terkonfirmasi positif covid 19 kamis 7 5 bertambah 15 orang corona,[],0,0,0,['#corona'],special district government of yogyakarta noted that positive surveillance patients reported thursday 19 thursday 7 5 increased by 15 corona people
